iD_EQ;TYPE;SS_TYPE;LIBELLE_EQ;ACCES;VOIE;QUARTIER;COMMUNE;CODE_POST;CODE_INSEE;X_L93;Y_L93;X_WGS84;Y_WGS84
80;Culte;Cimetière;Cimetière ancien de Neuilly;1 r de Vimy;Vimy (rue de);Parc Nord;NANTERRE;92000;92050;643749.9921000004;6866454.662099998;2.232789964108523;48.89563977442338
75;Culte;Cimetière;Cimetière de La Garenne Colombes;82 r Jules Ferry;Ferry (rue Jules);Parc Nord;NANTERRE;92000;92050;643637.7084999979;6867164.375799999;2.2311643440824986;48.9020120105426
78;Culte;Cimetière;Cimetière de Puteaux;467 bd Aimé Césaire;Césaire (boulevard Aimé);Parc Nord;NANTERRE;92000;92050;643409.6748000011;6866179.004999999;2.228185321816673;48.893131110725626
74;Culte;Cimetière;Cimetière de la Maison Départementale;3 av du Cimetière;Cimetière (avenue du);Petit Nanterre;NANTERRE;92000;92050;642295.6143999994;6868076.587299999;2.2127340350376183;48.910096031562084
76;Culte;Cimetière;Cimetière du Centre;111 r de Courbevoie;Courbevoie (rue de);Centre;NANTERRE;92000;92050;641913.0437000021;6866296.701000001;2.20775856682316;48.89405619442684
77;Culte;Cimetière;Cimetière paysager du Mont-Valérien;102 r du Calvaire;Calvaire (rue du);Plateau - Mont-Valérien;NANTERRE;92000;92050;641916.9442000017;6864283.4717000015;2.2080871302583787;48.87595253077195
79;Culte;Cimetière;Crématorium;104 r du Calvaire;Calvaire (rue du);Plateau - Mont-Valérien;NANTERRE;92000;92050;641923.2806999981;6864160.804699998;2.2081902875494035;48.87485000646037
868;Culte;Cimetière;Funérarium;42 ch des Cendres;Cendres (chemin des);Plateau - Mont-Valérien;NANTERRE;92000;92050;641773.9477000013;6864429.602600001;2.206117595840933;48.877253713662384
81;Culte;Lieu de Culte Catholique;Cathédrale Sainte Geneviève;28 r de l'Eglise;Eglise (rue de l');Centre;NANTERRE;92000;92050;641050.7207999974;6865949.263999999;2.1960464938759423;48.89085350322715
87;Culte;Lieu de Culte Catholique;Chapelle Saint Joseph;9 r Edmond Dubuis;Dubuis (rue Edmond);Parc Sud;NANTERRE;92000;92050;642802.4941999987;6865933.067699999;2.219937879569598;48.89086586692096
82;Culte;Lieu de Culte Catholique;Eglise Saint Paul;55 bd Emile Zola;Zola (boulevard Emile);Université;NANTERRE;92000;92050;642297.8616999984;6866477.5918999985;2.212982118063865;48.89571745222303
84;Culte;Lieu de Culte Catholique;Eglise Sainte Catherine;50 r des Pâquerettes;Pâquerettes (rue des);Petit Nanterre;NANTERRE;92000;92050;642501.1213999987;6867887.1669000015;2.215563272314599;48.90841109236741
83;Culte;Lieu de Culte Catholique;Eglise Sainte Marie des Fontenelles;30 av Félix Faure;Faure (avenue Félix);Plateau - Mont-Valérien;NANTERRE;92000;92050;642543.9519999996;6865240.677900001;2.2165057927471206;48.88461652231572
85;Culte;Lieu de Culte Catholique;Evêché;85 r de Suresnes;Suresnes (rue de);Plateau - Mont-Valérien;NANTERRE;92000;92050;642521.8334000036;6865121.119800001;2.216220376481917;48.88353941700744
86;Culte;Lieu de Culte Catholique;Notre Dame de la Miséricorde;36 r André Doucet;Doucet (rue André);Chemin de l'Ile;NANTERRE;92000;92050;641096.2991999984;6867054.581;2.196514667159234;48.900797153476596
88;Culte;Lieu de Culte Judaïque;Centre Communautaire Juif;13 r du Castel Marly;Castel Marly (rue du);Centre;NANTERRE;92000;92050;641052.2214000002;6865782.8858;2.196090058182242;48.88935748964916
740;Culte;Lieu de Culte Musulman;Mosquée Ibn Badis;227 av Georges Clemenceau;Clemenceau (avenue Georges);Parc Sud;NANTERRE;92000;92050;642561.5139999986;6865407.974300001;2.216722630563018;48.886122507433946
89;Culte;Lieu de Culte Musulman;Mosquée OkbaIbn Nafaa;331 av de la République;République (avenue de la);Petit Nanterre;NANTERRE;92000;92050;642582.5742999986;6868003.7784;2.216658650489182;48.90946697395723
92;Culture;Espace Culturel;Ateliers d'Arts Plastiques;9 r des Anciennes Mairies;Anciennes Mairies (rue des);Centre;NANTERRE;92000;92050;641146.6401000023;6865970.3445000015;2.197351634085671;48.89105184406406
91;Culture;Espace Culturel;Auditorium - Parc des Anciennes Mairies;9 r des Anciennes Mairies;Anciennes Mairies (rue des);Centre;NANTERRE;92000;92050;641112.8871999979;6866076.951299999;2.1968765530030296;48.89200741510078
475;Culture;Espace Culturel;Espace Pierre Reverdy;200 av de la République;République (avenue de la);Université;NANTERRE;92000;92050;642616.9090000018;6867361.188700002;2.2172139512493816;48.90369163896328
526;Culture;Espace Culturel;La Terrasse - Espace d'art de Nanterre;57 bd de Pesaro;Pesaro (boulevard de);Parc Nord;NANTERRE;92000;92050;642816.5411000028;6866647.016100001;2.2200332648024186;48.89728727055833
95;Culture;Espace Culturel;L’Agora - fabrique des futurs;20 r de Stalingrad;Stalingrad (rue de);Centre;NANTERRE;92000;92050;641281.0544999987;6866152.4542;2.1991594778621697;48.892701730994865
106;Culture;Espace Culturel;Maison de la Musique - Conservatoire à Rayonnement Départemental (musique, danse et Théâtre);8 r des Anciennes Mairies;Anciennes Mairies (rue des);Centre;NANTERRE;92000;92050;641209.9658000022;6866003.424199998;2.198210636517162;48.89135509760593
100;Culture;Médiathèque;Médiathèque Flora Tristan;2 r des Anciennes Mairies;Anciennes Mairies (rue des);Centre;NANTERRE;92000;92050;641164.9105999991;6865924.2718;2.1976071767737864;48.890639206754905
97;Culture;Médiathèque;Médiathèque Pierre et Marie Curie;8 pl du 27 Mars 2002;27 Mars 2002 (place du);Centre;NANTERRE;92000;92050;641805.575000003;6866058.620999999;2.206325548901087;48.891905564577335
98;Culture;Médiathèque;Médiathèque des Fontenelles;79 av Pablo Picasso;Picasso (avenue Pablo);Parc Sud;NANTERRE;92000;92050;642823.3356999978;6865778.825199999;2.220242870501929;48.88948069289659
99;Culture;Médiathèque;Médiathèque du Petit Nanterre;6 pl des Muguets;Muguets (place des);Petit Nanterre;NANTERRE;92000;92050;642840.3249000013;6868079.1259;2.2201647403333307;48.91016746645394
879;Culture;Médiathèque;Point lecture du Chemin de l’Ile;3 r Ampère;Ampère (rue);Chemin de l'Ile;NANTERRE;92000;92050;641242.8844000027;6866887.148699999;2.198537228952611;48.89930493340469
103;Culture;Salle de Spectacles;Cinéma Les Lumières;49 r Maurice Thorez;Thorez (rue Maurice);Centre;NANTERRE;92000;92050;641022.0367999971;6866145.802200001;2.195628023320223;48.89261823743421
109;Culture;Salle de Spectacles;Espace Chevreul;97 av de la Liberté;Liberté (avenue de la);La Boule - Champs Pierreux;NANTERRE;92000;92050;642321.4598999992;6865985.1488999985;2.2133708690015785;48.89129129198952
110;Culture;Salle de Spectacles;La Forge;19 r des Anciennes Mairies;Anciennes Mairies (rue des);Centre;NANTERRE;92000;92050;641186.8360999972;6866088.895199999;2.1978833703884737;48.89212157958443
418;Culture;Salle de Spectacles;Le Cinéart;5 bis r des Anciennes Mairies;Anciennes Mairies (rue des);Centre;NANTERRE;92000;92050;641161.0073999986;6865936.070900001;2.1975523133688357;48.89074495307741
108;Culture;Salle de Spectacles;Maison Daniel Féry;10 bd Jules Mansart;Mansart (boulevard Jules);Université;NANTERRE;92000;92050;642244.435999997;6866765.684999999;2.2122142750908687;48.898303319016904
417;Culture;Salle de Spectacles;Maison de la Musique - Salle de Spectacles;8 r des Anciennes Mairies;Anciennes Mairies (rue des);Centre;NANTERRE;92000;92050;641200.2717000023;6866005.252999999;2.1980781823868636;48.89137065774907
104;Culture;Salle de Spectacles;Salle des Congrès;90 r du 8 Mai 1945;8 Mai 1945 (rue du);Centre;NANTERRE;92000;92050;641807.2198999971;6866089.390900001;2.2063437632873666;48.892182410533394
105;Culture;Salle de Spectacles;Salle des Fêtes;4 r des Anciennes Mairies;Anciennes Mairies (rue des);Centre;NANTERRE;92000;92050;641176.6449000016;6865908.422699999;2.197769394050542;48.89049775642355
525;Culture;Salle de Spectacles;Studio Jenny;1 av Jenny;Jenny (avenue);Parc Nord;NANTERRE;92000;92050;643581.940200001;6866800.5945000015;2.2304520192091157;48.89873584914278
474;Culture;Salle de Spectacles;Théatre Bernard Marie Koltès;200 av de la République;République (avenue de la);Université;NANTERRE;92000;92050;642605.5781999975;6867377.506900001;2.21705718621175;48.90383736823087
102;Culture;Salle de Spectacles;Théâtre Nanterre-Amandiers;7 av Pablo Picasso;Picasso (avenue Pablo);La Boule - Champs Pierreux;NANTERRE;92000;92050;642359.0786999986;6866175.610100001;2.2138580263040644;48.893007378349616
116;Enseignement;Collège Public;Collège André Doucet;48 bd de la Seine;Seine (boulevard de la);Chemin de l'Ile;NANTERRE;92000;92050;641037.3474999964;6866919.066399999;2.195729409969013;48.89957315666671
114;Enseignement;Collège Public;Collège Evariste Galois;21 r des Fontenelles;Fontenelles (rue des);Parc Sud;NANTERRE;92000;92050;642841.3562000021;6865535.0086;2.220521434984974;48.88728976924634
112;Enseignement;Collège Public;Collège Jean Perrin;20 r des Goulvents;Goulvents (rue des);Vieux-Pont - Sainte-Geneviève;NANTERRE;92000;92050;640418.0402000025;6865716.7227;2.1874512006883737;48.888704145413385
113;Enseignement;Collège Public;Collège Les Chenevreux;20 r des Chenevreux;Chenevreux (rue des);Plateau - Mont-Valérien;NANTERRE;92000;92050;642042.557599999;6865255.083700001;2.209667061830974;48.884701132219085
111;Enseignement;Collège Public;Collège Paul Eluard;16 all Le Corbusier;Le Corbusier (allée);Parc Nord;NANTERRE;92000;92050;643019.6410999969;6866236.5326999985;2.2228584159340525;48.893614025217886
117;Enseignement;Collège Public;Collège République;152 av de la République;République (avenue de la);République;NANTERRE;92000;92050;641803.0724000037;6867258.0189;2.206126967606901;48.90269083119465
115;Enseignement;Collège Public;Collège Victor Hugo;77 r de Courbevoie;Courbevoie (rue de);Centre;NANTERRE;92000;92050;641688.485799998;6866204.452799998;2.2047087252117294;48.89320635698071
426;Enseignement;Ecole Elémentaire Publique;Ecole Elémentaire Abdelmalek Sayad;56 r Abdelmalek Sayad;Sayad (rue Abdelmalek);Vieux-Pont - Sainte-Geneviève;NANTERRE;92000;92050;640955.0205999985;6865492.243799999;2.194804975203754;48.88673498917586
130;Enseignement;Ecole Elémentaire Publique;Ecole Elémentaire Anatole France;162 av de la République;République (avenue de la);République;NANTERRE;92000;92050;641966.1199999973;6867235.728700001;2.208354023490183;48.902505109802995
137;Enseignement;Ecole Elémentaire Publique;Ecole Elémentaire Balzac;4 bd Honoré de Balzac;Balzac (boulevard Honoré de);Université;NANTERRE;92000;92050;642021.9287;6866554.011100002;2.2092083927275894;48.896379855871636
120;Enseignement;Ecole Elémentaire Publique;Ecole Elémentaire Elsa Triolet;130 r Salvador Allende;Allende (rue Salvador);Parc Nord;NANTERRE;92000;92050;643174.7726000026;6866177.275600001;2.2249820137351564;48.89309486853074
125;Enseignement;Ecole Elémentaire Publique;Ecole Elémentaire Henri Wallon;3 r de Zilina;Zilina (rue de);Chemin de l'Ile;NANTERRE;92000;92050;640528.8263000026;6866636.7685;2.188833049674517;48.896987843714776
123;Enseignement;Ecole Elémentaire Publique;Ecole Elémentaire Jacques Decour;8 r Jacques Decour;Decour (rue Jacques);Parc Sud;NANTERRE;92000;92050;643223.980899997;6865514.897999998;2.2257416825911434;48.88714277704686
121;Enseignement;Ecole Elémentaire Publique;Ecole Elémentaire Jean de la Fontaine;5 r de l'Agriculture;Agriculture (rue de l');Petit Nanterre;NANTERRE;92000;92050;643129.8438000008;6868167.8387;2.224102528846992;48.91099084899534
122;Enseignement;Ecole Elémentaire Publique;Ecole Elémentaire Joliot Curie;15 r de la Côte des Amandiers;Côte des Amandiers (rue de la);La Boule - Champs Pierreux;NANTERRE;92000;92050;641768.0600000024;6865748.098000001;2.2058565327049604;48.88910980131298
425;Enseignement;Ecole Elémentaire Publique;Ecole Elémentaire Jules Ferry;1 r des Chailliers;Chailliers (rue des);Plateau - Mont-Valérien;NANTERRE;92000;92050;641523.9204000011;6865059.818500001;2.2026220654075295;48.882898313333655
386;Enseignement;Ecole Elémentaire Publique;Ecole Elémentaire Lucie Aubrac;1 all de Savoie;Savoie (allée de);Université;NANTERRE;92000;92050;642809.6028999984;6866859.334100001;2.21991002683222;48.89919590907115
133;Enseignement;Ecole Elémentaire Publique;Ecole Elémentaire Maxime Gorki;14 all de l'Arlequin;Arlequin (allée de l');Parc Sud;NANTERRE;92000;92050;643425.440200001;6865882.241599999;2.228439873895519;48.890463853545
797;Enseignement;Ecole Elémentaire Publique;Ecole Elémentaire Miriam Makeba;190 bd Abdenbi Guémiah;Guémiah (boulevard Abdenbi);Université;NANTERRE;92000;92050;642330.684100002;6866762.674199998;2.213391030128028;48.89828397684053
136;Enseignement;Ecole Elémentaire Publique;Ecole Elémentaire Pablo Neruda;18 r Pablo Neruda;Neruda (rue Pablo);Parc Nord;NANTERRE;92000;92050;642596.7955000028;6866442.896400001;2.2170637956458124;48.89543217890614
118;Enseignement;Ecole Elémentaire Publique;Ecole Elémentaire Pablo Picasso;75 av Pablo Picasso;Picasso (avenue Pablo);Parc Sud;NANTERRE;92000;92050;642945.0997999981;6865871.5887;2.221890876995886;48.89032567041519
119;Enseignement;Ecole Elémentaire Publique;Ecole Elémentaire Paul Langevin;11 r Paul Langevin;Langevin (rue Paul);Vieux-Pont - Sainte-Geneviève;NANTERRE;92000;92050;640147.1406999975;6865908.277399998;2.183730068335657;48.89040156777471
124;Enseignement;Ecole Elémentaire Publique;Ecole Elémentaire Robespierre;18 all Fernand Léger;Léger (allée Fernand);Parc Sud;NANTERRE;92000;92050;642632.0471000001;6865808.6633;2.217630276265424;48.88973199633741
135;Enseignement;Ecole Elémentaire Publique;Ecole Elémentaire Romain Rolland;5 r Romain Rolland;Rolland (rue Romain);Plateau - Mont-Valérien;NANTERRE;92000;92050;642566.7188000008;6864825.063200001;2.216872436548327;48.88088111578489
131;Enseignement;Ecole Elémentaire Publique;Ecole Elémentaire Voltaire;39 r Voltaire;Voltaire (rue);Chemin de l'Ile;NANTERRE;92000;92050;640938.9334999993;6866891.932599999;2.1943908786188033;48.8993201371655
128;Enseignement;Ecole Elémentaire Publique;Ecole Elémentaire des Pâquerettes;10 r des Aubépines;Aubépines (rue des);Petit Nanterre;NANTERRE;92000;92050;642778.1045999974;6867976.937399998;2.2193297008716204;48.90924302430711
132;Enseignement;Ecole Elémentaire Publique;Ecole Elémentaire du Centre;31 bd du Midi;Midi (boulevard du);Vieux-Pont - Sainte-Geneviève;NANTERRE;92000;92050;640793.242399998;6865907.101799998;2.1925411133486974;48.89045073516603
126;Enseignement;Ecole Elémentaire Publique;Ecole Elémentaire du Général de Joinville;50 r Rouget de Lisle;Rouget de Lisle (rue);République;NANTERRE;92000;92050;641580.0221000016;6866780.046599999;2.2031503064174873;48.89837251185494
427;Enseignement;Ecole Maternelle Publique;Ecole Maternelle Abdelmalek Sayad;56 r Abdelmalek Sayad;Sayad (rue Abdelmalek);Vieux-Pont - Sainte-Geneviève;NANTERRE;92000;92050;641007.4544999972;6865486.561799999;2.1955207549926183;48.88668869993143
152;Enseignement;Ecole Maternelle Publique;Ecole Maternelle Anatole France;162 av de la République;République (avenue de la);République;NANTERRE;92000;92050;642008.3378000036;6867177.6028;2.2089378253680283;48.90198622417468
160;Enseignement;Ecole Maternelle Publique;Ecole Maternelle Balzac;4 bd Honoré de Balzac;Balzac (boulevard Honoré de);Université;NANTERRE;92000;92050;642025.0009000003;6866515.779599998;2.2092555149863027;48.896036338265496
141;Enseignement;Ecole Maternelle Publique;Ecole Maternelle Danielle Casanova;28 r Thomas Lemaître;Lemaître (rue Thomas);Vieux-Pont - Sainte-Geneviève;NANTERRE;92000;92050;640717.6164000034;6865870.077500001;2.191514971447264;48.89011083658733
147;Enseignement;Ecole Maternelle Publique;Ecole Maternelle Elsa Triolet;130 r Salvador Allende;Allende (rue Salvador);Parc Nord;NANTERRE;92000;92050;643211.6088000014;6866132.669199999;2.2254903436867655;48.89269699660784
142;Enseignement;Ecole Maternelle Publique;Ecole Maternelle Eugénie Cotton;57 bd de la Seine;Seine (boulevard de la);Chemin de l'Ile;NANTERRE;92000;92050;640900.2757999972;6866981.3134;2.1938511671448033;48.90012033613867
153;Enseignement;Ecole Maternelle Publique;Ecole Maternelle France Bloch;52 bd National;National (boulevard);Vieux-Pont - Sainte-Geneviève;NANTERRE;92000;92050;640531.117399998;6865459.171300001;2.1890292539194625;48.88639857300308
145;Enseignement;Ecole Maternelle Publique;Ecole Maternelle Henri Wallon;3 r de Zilina;Zilina (rue de);Chemin de l'Ile;NANTERRE;92000;92050;640607.6464999989;6866680.296;2.1899019646711753;48.89738653724023
144;Enseignement;Ecole Maternelle Publique;Ecole Maternelle Jacques Decour;8 r Jacques Decour;Decour (rue Jacques);Parc Sud;NANTERRE;92000;92050;643189.1475000009;6865457.139800001;2.2252744153498303;48.8866203122352
148;Enseignement;Ecole Maternelle Publique;Ecole Maternelle Jacques Prévert;23 r Pierre Sergent;Sergent (rue Pierre);Plateau - Mont-Valérien;NANTERRE;92000;92050;641558.3866000026;6865094.484700002;2.203087242937191;48.88321317937943
143;Enseignement;Ecole Maternelle Publique;Ecole Maternelle Jean de la Fontaine;5 r de l'Agriculture;Agriculture (rue de l');Petit Nanterre;NANTERRE;92000;92050;643198.1446999982;6868180.692400001;2.225032598623171;48.911112465356325
139;Enseignement;Ecole Maternelle Publique;Ecole Maternelle Joliot Curie;15 r de la Côte des Amandiers;Côte des Amandiers (rue de la);La Boule - Champs Pierreux;NANTERRE;92000;92050;641764.9852000028;6865798.795600001;2.2058076489713403;48.88956542074717
138;Enseignement;Ecole Maternelle Publique;Ecole Maternelle Jules Ferry;5 r des Chailliers;Chailliers (rue des);Plateau - Mont-Valérien;NANTERRE;92000;92050;641526.9271000028;6864966.692400001;2.202675883915441;48.88206114618959
385;Enseignement;Ecole Maternelle Publique;Ecole Maternelle Lucie Aubrac;1 all de Savoie;Savoie (allée de);Université;NANTERRE;92000;92050;642772.3850999996;6866915.065499999;2.2193948858607224;48.89969376167424
140;Enseignement;Ecole Maternelle Publique;Ecole Maternelle Maxime Gorki;14 all de l'Arlequin;Arlequin (allée de l');Parc Sud;NANTERRE;92000;92050;643462.1589000002;6865928.006999999;2.2289345147048842;48.89087862447308
796;Enseignement;Ecole Maternelle Publique;Ecole Maternelle Miriam Makeba;190 bd Abdenbi Guémiah;Guémiah (boulevard Abdenbi);Université;NANTERRE;92000;92050;642329.6143999994;6866806.932799999;2.2133704266225553;48.89868187297967
159;Enseignement;Ecole Maternelle Publique;Ecole Maternelle Pablo Neruda;18 r Pablo Neruda;Neruda (rue Pablo);Parc Nord;NANTERRE;92000;92050;642592.1290000007;6866399.307300001;2.2170060474002327;48.895039789913916
158;Enseignement;Ecole Maternelle Publique;Ecole Maternelle Pablo Picasso;75 av Pablo Picasso;Picasso (avenue Pablo);Parc Sud;NANTERRE;92000;92050;642904.9856999964;6865820.474800002;2.221350714042423;48.889862472706405
157;Enseignement;Ecole Maternelle Publique;Ecole Maternelle Paul Langevin;11 r Paul Langevin;Langevin (rue Paul);Vieux-Pont - Sainte-Geneviève;NANTERRE;92000;92050;640277.0913000032;6865950.203299999;2.185496303694096;48.89079065187434
156;Enseignement;Ecole Maternelle Publique;Ecole Maternelle Robespierre;18 all Fernand Léger;Léger (allée Fernand);Parc Sud;NANTERRE;92000;92050;642641.3205000013;6865775.6499999985;2.2177611963015593;48.88943595047688
155;Enseignement;Ecole Maternelle Publique;Ecole Maternelle Romain Rolland;7 r Romain Rolland;Rolland (rue Romain);Plateau - Mont-Valérien;NANTERRE;92000;92050;642555.6838999987;6864783.522500001;2.2167275992983035;48.88050657382355
150;Enseignement;Ecole Maternelle Publique;Ecole Maternelle Soufflot;17 bd Jacques-Germain Soufflot;Soufflot (boulevard Jacques-Germain);Université;NANTERRE;92000;92050;642334.7377000004;6866663.760200001;2.213459756254158;48.897394863093666
151;Enseignement;Ecole Maternelle Publique;Ecole Maternelle Victor Hugo;45 r Victor Hugo;Hugo (rue Victor);Centre;NANTERRE;92000;92050;641642.9117000028;6866220.009399999;2.2040850588181087;48.89334211958629
161;Enseignement;Ecole Maternelle Publique;Ecole Maternelle des Pâquerettes;10 r des Aubépines;Aubépines (rue des);Petit Nanterre;NANTERRE;92000;92050;642865.3143000007;6867985.860100001;2.220518211598243;48.90933100786679
146;Enseignement;Ecole Maternelle Publique;Ecole Maternelle du Général de Joinville;50 r Rouget de Lisle;Rouget de Lisle (rue);République;NANTERRE;92000;92050;641633.4174999967;6866779.837200001;2.2038786001837716;48.89837547226155
154;Enseignement;Ecole Maternelle Publique;Ecole Maternelle du Moulin des Gibets;118 r de Saint-Cloud;Saint-Cloud (rue de);Plateau - Mont-Valérien;NANTERRE;92000;92050;641318.0639000013;6864840.418699998;2.19984551984464;48.880906624497555
162;Enseignement;Ecole Privée;Ecole Privée Sainte-Geneviève;72 r Volant;Volant (rue);Centre;NANTERRE;92000;92050;641096.8980000019;6866199.679200001;2.1966414730314594;48.89310957702235
421;Enseignement;Enseignement Spécialisé;Institut Médico-Educatif Au fil de l'autre;23 av Vladimir Ilitch Lénine;Lénine (avenue Vladimir Ilitch);Vieux-Pont - Sainte-Geneviève;NANTERRE;92000;92050;641102.7497000024;6865573.6633;2.1968081208684422;48.887480683661195
166;Enseignement;Enseignement Spécialisé;Institut Médico-Educatif Balzac;4 bd Honoré de Balzac;Balzac (boulevard Honoré de);Université;NANTERRE;92000;92050;641998.7167000026;6866474.134599999;2.208902728657233;48.895659480642074
389;Enseignement;Enseignement Spécialisé;Institut Médico-Educatif Fernand Oury;36 r Paul Vaillant-Couturier;Vaillant-Couturier (rue Paul);Plateau - Mont-Valérien;NANTERRE;92000;92050;641484.0566999987;6865326.540199999;2.202041769595928;48.885293193871554
163;Enseignement;Enseignement Spécialisé;Local 2 APEINA (Association pour l'enfance inadaptée à Nanterre);24 all de l'Arlequin;Arlequin (allée de l');Parc Sud;NANTERRE;92000;92050;643305.8765999973;6865899.677700002;2.226807049132748;48.890610130475345
419;Enseignement;Enseignement Supérieur;Ecole de danse de l'Opéra de Paris;20 all de la Danse;Danse (allée de la);Parc Nord;NANTERRE;92000;92050;642874.2796000019;6866307.5086;2.220866442156871;48.89423939188892
420;Enseignement;Enseignement Supérieur;Institut de formation en soins infirmiers (IFSI);1 r du 1er Mai;1er Mai (rue du);Petit Nanterre;NANTERRE;92000;92050;642285.0975999981;6867904.1598000005;2.2126140198902595;48.90854456341461
168;Enseignement;Enseignement Supérieur;Université Paris Nanterre;200 av de la République;République (avenue de la);Université;NANTERRE;92000;92050;642181.9479999989;6867333.831900001;2.211284592197446;48.903406713470766
895;Enseignement;Formation Continue;AFPA Centre de formation;28 av de l'Ile Saint Martin;Ile Saint Martin (avenue de l');Petit Nanterre;NANTERRE;92000;92050;642805.7305999994;6868848.9241;2.219589001998365;48.91708665212072
424;Enseignement;Formation Continue;Centre d'enseignement supérieur et formation professionnelle (CESI);93 bd de la Seine;Seine (boulevard de la);Chemin de l'Ile;NANTERRE;92000;92050;640869.3562000021;6867350.174800001;2.1933780424211666;48.903434435282165
423;Enseignement;Formation Continue;Institut de Formation Professionnelle des métiers (IFPM);4 bd du Levant;Levant (boulevard du);Centre;NANTERRE;92000;92050;641293.8191;6865851.583799999;2.1993751609404124;48.88999732894846
422;Enseignement;Formation Continue;Paris Beauty Academy;22 r des Venêts;Venêts (rue des);Centre;NANTERRE;92000;92050;641578.5756999999;6865825.850099999;2.20326189946641;48.889791820482415
174;Enseignement;Lycée Public;Lycée Joliot Curie;92 av Frédéric et Irène Joliot Curie;Joliot Curie (avenue Frédéric et Irène);La Boule - Champs Pierreux;NANTERRE;92000;92050;641857.7775000036;6865898.818300001;2.207059340849308;48.89047325940817
173;Enseignement;Lycée professionnel;Lycée Professionnel Claude Chappe;54 r des Alouettes;Alouettes (rue des);Plateau - Mont-Valérien;NANTERRE;92000;92050;642164.8997000009;6865120.1543999985;2.211353637091323;48.8834987758096
172;Enseignement;Lycée professionnel;Lycée Professionnel Louise Michel;11 bd du Midi;Midi (boulevard du);Vieux-Pont - Sainte-Geneviève;NANTERRE;92000;92050;640877.6723000035;6865812.797800001;2.193705616319621;48.889610468022454
