iD_EQ;TYPE;SS_TYPE;LIBELLE_EQ;ACCES;VOIE;QUARTIER;COMMUNE;CODE_POST;CODE_INSEE;X_L93;Y_L93;X_WGS84;Y_WGS84
322;Vie Associative;Salle polyvalente;Salles de quartier Jacques Decour;r des Rosiers;Rosiers (rue des);Parc Sud;NANTERRE;92000;92050;643242.8405999988;6865468.0506;2.2260051190419157;48.88672316313308
317;Vie Associative;Salle polyvalente;Salles de quartier Maxime Gorki;72 bd de Pesaro;Pesaro (boulevard de);Parc Sud;NANTERRE;92000;92050;643419.1695000008;6865952.664099999;2.2283449746342434;48.89109657691531
321;Vie Associative;Salle polyvalente;Salles du foyer du Champs aux Melles;11 all Fernand Léger;Léger (allée Fernand);Parc Sud;NANTERRE;92000;92050;642554.7563999966;6865640.606699999;2.216599011991882;48.888213855525926
708;Vie Pratique;Consigne vélo sécurisée;Véligo Nanterre Université;143 crs Nicole Dreyfus;Dreyfus (cours Nicole);République;NANTERRE;92000;92050;642241.8650999963;6867110.0297;2.212132347809061;48.901399576546815
536;Vie Pratique;Fourrière;Fourrière;39 r des Agglomérés;Agglomérés (rue des);Chemin de l'Ile;NANTERRE;92000;92050;640145.818400003;6866469.5331999995;2.1836329029091934;48.89544849967786
296;Vie Pratique;Gare;Gare Nanterre Préfecture;bd de Pesaro;Pesaro (boulevard de);Parc Nord;NANTERRE;92000;92050;643041.3087000027;6866457.961599998;2.223124204505678;48.895607133952
298;Vie Pratique;Gare;Gare Nanterre Université;esp Patrice Chéreau;Chéreau (esplanade Patrice);Université;NANTERRE;92000;92050;642323.0451999977;6867068.4934;2.213245281767782;48.90103334450345
297;Vie Pratique;Gare;Gare Nanterre Ville;r Béranger;Béranger (rue);Chemin de l'Ile;NANTERRE;92000;92050;641038.1406000033;6866471.720400002;2.195802370886296;48.89555051135723
237;Vie Pratique;Gendarmerie;Gendarmerie Nationale;80 r Rouget de Lisle;Rouget de Lisle (rue);République;NANTERRE;92000;92050;641567.6471000016;6866947.350900002;2.2029584887211597;48.899875856550814
344;Vie Pratique;Marchés;Marché Charles de Gaulle;esp Charles de Gaulle;Gaulle (esplanade Charles de);Parc Nord;NANTERRE;92000;92050;643029.0133000016;6866434.522;2.222959660813519;48.89539526641178
342;Vie Pratique;Marchés;Marché Pablo Picasso;av Pablo Picasso;Picasso (avenue Pablo);Parc Sud;NANTERRE;92000;92050;642952.6916999966;6865746.9835;2.2220111504591418;48.88920583058401
345;Vie Pratique;Marchés;Marché de la Gare;av Benoît Frachon;Frachon (avenue Benoît);Chemin de l'Ile;NANTERRE;92000;92050;641005.5707999989;6866533.8363999985;2.1953495397346794;48.89610610086135
343;Vie Pratique;Marchés;Marché du Centre;pl du Maréchal Foch;Foch (place du Maréchal);Centre;NANTERRE;92000;92050;640959.5838000029;6865759.697799999;2.194830009756561;48.889140484047
820;Vie Pratique;Parking;Parking Becquet;16 r Becquet;Becquet (rue);République;NANTERRE;92000;92050;641313.0939999968;6866684.822000001;2.1995228172682197;48.89749193416811
299;Vie Pratique;Parking;Parking Hôtel de Ville;73 av Frédéric et Irène Joliot Curie;Joliot Curie (avenue Frédéric et Irène);Centre;NANTERRE;92000;92050;641953.9240999967;6866054.6864;2.208349184289696;48.89188357483176
520;Vie Pratique;Parking;Parking La Croix;21 r de la Croix;Croix (rue de la);Vieux-Pont - Sainte-Geneviève;NANTERRE;92000;92050;640956.0402999967;6865530.1547;2.194813608260186;48.88707599625149
300;Vie Pratique;Parking;Parking Le Marché;pl du Maréchal Foch;Foch (place du Maréchal);Centre;NANTERRE;92000;92050;640934.9316999987;6865731.011700001;2.194497828046684;48.88888026392138
521;Vie Pratique;Parking;Parking Les Chenevreux;10 r de Suresnes;Suresnes (rue de);Plateau - Mont-Valérien;NANTERRE;92000;92050;642046.7181999981;6865400.471000001;2.2097039519568216;48.88600890556286
301;Vie Pratique;Parking;Parking Les Lumières;r Maurice Thorez;Thorez (rue Maurice);Centre;NANTERRE;92000;92050;641027.7281000018;6866104.494199999;2.195711377069779;48.8922472986281
305;Vie Pratique;Parking;Parking Les Terrasses;17 r Célestin Hébert;Hébert (rue Célestin);Parc Nord;NANTERRE;92000;92050;643061.3866000026;6866541.422699999;2.223386839476126;48.89635943005293
896;Vie Pratique;Parking;Parking Nanterre Coeur Université;180 all d'Aquitaine;Aquitaine (allée d');Université;NANTERRE;92000;92050;642551.9549999982;6867150.726;2.2163564371718785;48.90179328260977
302;Vie Pratique;Parking;Parking Pablo Picasso;av Pablo Picasso;Picasso (avenue Pablo);Parc Sud;NANTERRE;92000;92050;642915.9948000014;6865711.759799998;2.221515460672585;48.88888582869598
304;Vie Pratique;Parking;Parking Préfecture;r des Trois Fontanot;Trois Fontanot (rue des);Parc Nord;NANTERRE;92000;92050;642774.4545999989;6866528.4032000005;2.2194752453431588;48.89621691110019
303;Vie Pratique;Parking;Parking Salvador Allende;r Salvador Allende;Allende (rue Salvador);Parc Nord;NANTERRE;92000;92050;642981.7608999982;6866397.6493999995;2.2223201690638557;48.89505950780593
678;Vie Pratique;Parking;Parking des Provinces Françaises;55 all d'Aquitaine;Aquitaine (allée d');Université;NANTERRE;92000;92050;642678.1617999971;6867146.6325;2.218078452925202;48.90176772327444
241;Vie Pratique;Police;Bureau de police Les Fontenelles;3 r de la Paix;Paix (rue de la);Parc Sud;NANTERRE;92000;92050;642979.4642999992;6865565.9364;2.2224005547780115;48.88758013357059
239;Vie Pratique;Police;Bureau de police Les Muguets;4 pl des Muguets;Muguets (place des);Petit Nanterre;NANTERRE;92000;92050;642844.5336999968;6868106.002999999;2.220218536644035;48.910409528025134
364;Vie Pratique;Police;CRS Autoroutière Ouest Ile de France;21 r Gutenberg;Gutenberg (rue);Chemin de l'Ile;NANTERRE;92000;92050;641152.0562999994;6867417.899500001;2.197224795686008;48.90406934755554
238;Vie Pratique;Police;Commissariat de Police;54 r du 19 Mars 1962;19 Mars 1962 (rue du);Centre;NANTERRE;92000;92050;641701.6834999993;6866133.116799999;2.204898508497538;48.892566066262006
356;Vie Pratique;Poste;Poste Alouettes;58 r de Suresnes;Suresnes (rue de);Plateau - Mont-Valérien;NANTERRE;92000;92050;642153.3621999994;6865333.217599999;2.2111672973755385;48.885413717425145
347;Vie Pratique;Poste;Poste Chemin de l'Ile;15 bd du Général Leclerc;Leclerc (boulevard du Général);Chemin de l'Ile;NANTERRE;92000;92050;640886.5649999976;6866690.0209;2.1937047293542484;48.89749965977164
351;Vie Pratique;Poste;Poste Muguets;11 pl des Muguets;Muguets (place des);Petit Nanterre;NANTERRE;92000;92050;642901.6723000035;6868114.186900001;2.2209969359040596;48.910488192034705
348;Vie Pratique;Poste;Poste Pablo Picasso;102 av Pablo Picasso;Picasso (avenue Pablo);Parc Sud;NANTERRE;92000;92050;642995.7782000005;6865657.1602;2.222610768836921;48.888401909724166
350;Vie Pratique;Poste;Poste Principale;10 r Waldeck Rochet;Rochet (rue Waldeck);Centre;NANTERRE;92000;92050;641279.7807999998;6865920.8456999995;2.199174142651786;48.890618884465965
522;Vie Pratique;Poste;Poste Terrasses;81 pl Nelson Mandela;Mandela (place Nelson);Parc Nord;NANTERRE;92000;92050;642808.5182999969;6866715.2886000015;2.2199146437404504;48.89790049393612
431;Vie Pratique;Propreté;Centre de tri des déchets;16 r Lavoisier;Lavoisier (rue);Chemin de l'Ile;NANTERRE;92000;92050;639547.4790000021;6866532.091499999;2.17546367360657;48.89595514156142
182;Vie Pratique;Propreté;Déchèterie;59 av des Guilleraies;Guilleraies (avenue des);Chemin de l'Ile;NANTERRE;92000;92050;639900.9447000027;6866553.536600001;2.180281351181575;48.89618107906513
242;Vie Pratique;Sapeurs Pompiers;Caserne des pompiers;6 r de l'Industrie;Industrie (rue de l');République;NANTERRE;92000;92050;641462.7920000032;6866909.828899998;2.2015334943995413;48.899528917394434
892;Vie Pratique;Station de recharge de véhicule électrique;Station de recharge de véhicule électrique;19 r de Suresnes;Suresnes (rue de);Plateau - Mont-Valérien;NANTERRE;92000;92050;642169.3693000004;6865311.219999999;2.2113885614029725;48.88521734126573
887;Vie Pratique;Station de recharge de véhicule électrique;Station de recharge de véhicule électrique 8 mai 1945;109 r du 8 Mai 1945;8 Mai 1945 (rue du);Centre;NANTERRE;92000;92050;641807.7915999964;6866132.6565000005;2.206345629185975;48.89257152652325
954;Vie Pratique;Station de recharge de véhicule électrique;Station de recharge de véhicule électrique Champs Pierreux;29 av des Champs Pierreux;Champs Pierreux (avenue des);La Boule - Champs Pierreux;NANTERRE;92000;92050;642291.8408999965;6865699.9925;2.2130057063507578;48.888724371709586
891;Vie Pratique;Station de recharge de véhicule électrique;Station de recharge de véhicule électrique Gambetta;20 r Gambetta;Gambetta (rue);Centre;NANTERRE;92000;92050;641292.9399999976;6865640.8519;2.1993923107427173;48.888102245876894
946;Vie Pratique;Station de recharge de véhicule électrique;Station de recharge de véhicule électrique Gascogne;1 all de Gascogne;Gascogne (allée de);Université;NANTERRE;92000;92050;642448.8686000034;6866922.894099999;2.21498123357274;48.89973531780432
941;Vie Pratique;Station de recharge de véhicule électrique;Station de recharge de véhicule électrique Guilleraies;5 av des Guilleraies;Guilleraies (avenue des);Chemin de l'Ile;NANTERRE;92000;92050;640320.3988000005;6866270.070900001;2.186041925042764;48.89367105814804
943;Vie Pratique;Station de recharge de véhicule électrique;Station de recharge de véhicule électrique Hoche;1 av Hoche;Hoche (avenue);Chemin de l'Ile;NANTERRE;92000;92050;641409.8084999993;6866936.629999999;2.20080713167563;48.89976510334756
951;Vie Pratique;Station de recharge de véhicule électrique;Station de recharge de véhicule électrique Joffre;28 av du Maréchal Joffre;Joffre (avenue du Maréchal);Vieux-Pont - Sainte-Geneviève;NANTERRE;92000;92050;641081.6228;6865376.789799999;2.196547346798634;48.88570836596373
940;Vie Pratique;Station de recharge de véhicule électrique;Station de recharge de véhicule électrique Lavoisier;14 r Lavoisier;Lavoisier (rue);Chemin de l'Ile;NANTERRE;92000;92050;639470.3377000019;6866469.830200002;2.174420467342485;48.895388014679035
952;Vie Pratique;Station de recharge de véhicule électrique;Station de recharge de véhicule électrique Luaps;17 r des Luaps Prolongée;Luaps Prolongée (rue des);Plateau - Mont-Valérien;NANTERRE;92000;92050;642109.3105000034;6864823.202100001;2.2106361446211213;48.880823421639015
947;Vie Pratique;Station de recharge de véhicule électrique;Station de recharge de véhicule électrique Neruda;6 r Pablo Neruda;Neruda (rue Pablo);Parc Nord;NANTERRE;92000;92050;642576.927199997;6866479.616900001;2.2167878572998934;48.895760614239535
893;Vie Pratique;Station de recharge de véhicule électrique;Station de recharge de véhicule électrique Paul Vaillant Couturier;94 r Paul Vaillant-Couturier;Vaillant-Couturier (rue Paul);Plateau - Mont-Valérien;NANTERRE;92000;92050;641636.8972999975;6865071.901000001;2.2041608498694325;48.883017215354315
890;Vie Pratique;Station de recharge de véhicule électrique;Station de recharge de véhicule électrique Pesaro 1;bd de Pesaro;Pesaro (boulevard de);Parc Nord;NANTERRE;92000;92050;643143.1739000008;6866455.491099998;2.2245138144481755;48.8955939226061
948;Vie Pratique;Station de recharge de véhicule électrique;Station de recharge de véhicule électrique Pesaro 2;2 bd de Pesaro;Pesaro (boulevard de);Parc Nord;NANTERRE;92000;92050;642811.7336999997;6866618.923099998;2.2199714825651635;48.89703421891144
944;Vie Pratique;Station de recharge de véhicule électrique;Station de recharge de véhicule électrique Peupliers;13 r des Peupliers;Peupliers (rue des);Petit Nanterre;NANTERRE;92000;92050;642483.0573000014;6868366.150699999;2.2152519061022353;48.912716655754735
888;Vie Pratique;Station de recharge de véhicule électrique;Station de recharge de véhicule électrique Raspail;5 bd François-Vincent Raspail;Raspail (boulevard François-Vincent);Centre;NANTERRE;92000;92050;641887.7004000023;6866563.254900001;2.207376443799989;48.89645087748283
889;Vie Pratique;Station de recharge de véhicule électrique;Station de recharge de véhicule électrique Rigault;1 r Rigault;Rigault (rue);Centre;NANTERRE;92000;92050;641188.9272999987;6866247.6699;2.197889893074671;48.89354954411939
945;Vie Pratique;Station de recharge de véhicule électrique;Station de recharge de véhicule électrique République;av de la République;République (avenue de la);Petit Nanterre;NANTERRE;92000;92050;643080.6736000031;6868284.876200002;2.2234160239637952;48.91203894154483
950;Vie Pratique;Station de recharge de véhicule électrique;Station de recharge de véhicule électrique W. Rochet;8 r Waldeck Rochet;Rochet (rue Waldeck);Centre;NANTERRE;92000;92050;641199.4729999974;6865905.182799999;2.198081150091571;48.89047070697145
942;Vie Pratique;Station de recharge de véhicule électrique;Station de recharge de véhicule électrique boulevard National;bd National;National (boulevard);Vieux-Pont - Sainte-Geneviève;NANTERRE;92000;92050;640185.4742000028;6865687.453499999;2.184283931091756;48.888419379700835
949;Vie Pratique;Station de recharge de véhicule électrique;Station de recharge de véhicule électrique rue de la Gare;9 r de la Gare;Gare (rue de la);Centre;NANTERRE;92000;92050;641219.3981000036;6866497.522999998;2.198270850382524;48.89579911466824
953;Vie Pratique;Station de recharge de véhicule électrique;Station de recharge de véhicule électrique rue des Ecoles;5 r des Ecoles;Ecoles (rue des);Parc Sud;NANTERRE;92000;92050;642796.7206000015;6865467.559999999;2.2199218606408078;48.886679272206976
307;Vie Pratique;Taxis;Taxis de La Boule;pl de la Boule;Boule (place de la);Vieux-Pont - Sainte-Geneviève;NANTERRE;92000;92050;641306.7883000001;6865520.160799999;2.1995978347972374;48.88701819429877
306;Vie Pratique;Taxis;Taxis des Terrasses de l'Arche;pl François Mitterrand;Mitterrand (place François);Parc Nord;NANTERRE;92000;92050;643100.5490999967;6866457.7951;2.2239321714352314;48.89561087530872
101;Vie Pratique;Tourisme;Office de Tourisme;4 r du Marché;Marché (rue du);Vieux-Pont - Sainte-Geneviève;NANTERRE;92000;92050;640967.7749999985;6865854.322700001;2.194928553823365;48.889992146979836
416;Vie Pratique;WC Publics;WC Publics - Parc des Anciennes Mairies;r Maurice Thorez;Thorez (rue Maurice);Centre;NANTERRE;92000;92050;641067.503200002;6866045.076200001;2.1962620573467233;48.89171662702601
415;Vie Pratique;WC Publics;WC Publics - Place de la Boule;pl de la Boule;Boule (place de la);Vieux-Pont - Sainte-Geneviève;NANTERRE;92000;92050;641297.7964000031;6865533.531800002;2.199473371702316;48.88713761327533
880;Vie Sociale;Centre Social et Culturel;Centre Social et Culturel Les Acacias - Espace Hoche;31 av de la Commune de Paris;Commune de Paris (avenue de la);Chemin de l'Ile;NANTERRE;92000;92050;641254.6388999969;6866871.085099999;2.198699775907889;48.89916155590611
360;Vie Sociale;Centre Social et Culturel;Centre social et culturel Hissez-Haut;6 r Eugène Varlin;Varlin (rue Eugène);Vieux-Pont - Sainte-Geneviève;NANTERRE;92000;92050;640291.6437000036;6865989.044199999;2.185689293352564;48.8911412764893
361;Vie Sociale;Centre Social et Culturel;Centre social et culturel La Traverse;68 bd des Provinces Françaises;Provinces Françaises (boulevard des);Université;NANTERRE;92000;92050;642381.1895999983;6866889.782299999;2.2140626231913356;48.89943150859682
363;Vie Sociale;Centre Social et Culturel;Centre social et culturel Les Acacias - Espace Sorbiers;1 r des Sorbiers;Sorbiers (rue des);Chemin de l'Ile;NANTERRE;92000;92050;640708.4847000018;6866980.842700001;2.1912352921706666;48.900098466737326
93;Vie Sociale;Centre Social et Culturel;Centre social et culturel Maison pour Tous;33 r Paul Vaillant-Couturier;Vaillant-Couturier (rue Paul);Plateau - Mont-Valérien;NANTERRE;92000;92050;641541.7524000034;6865360.550900001;2.20282380691939;48.88560427627711
359;Vie Sociale;Centre Social et Culturel;Centre social et culturel P'Arc en Ciel;79 av Pablo Picasso;Picasso (avenue Pablo);Parc Sud;NANTERRE;92000;92050;642818.4433000013;6865782.6127;2.2201756437479174;48.88951431751572
362;Vie Sociale;Centre Social et Culturel;Centre social et culturel Valérie Méot;5 res des Iris;Iris (résidence des);Petit Nanterre;NANTERRE;92000;92050;642665.7321000025;6867817.6439;2.217818245433333;48.907800601977584
257;Vie Sociale;Foyer Logement;Maison des Aubépines - Domicile collectif;3 r des Aubépines;Aubépines (rue des);Petit Nanterre;NANTERRE;92000;92050;642799.7417000011;6868079.967700001;2.219610982148515;48.91017143066943
253;Vie Sociale;Foyer Logement;Résidence Pasteur - Association Nouveau Foyer des Cités Jardins;117 av Pablo Picasso;Picasso (avenue Pablo);Parc Sud;NANTERRE;92000;92050;643148.0601999983;6865717.562899999;2.224679277470489;48.888958546078534
258;Vie Sociale;Foyer Logement;Résidence du Parc - Association Nouveau Foyer des Cités Jardins;58 bd de Pesaro;Pesaro (boulevard de);Parc Nord;NANTERRE;92000;92050;643292.3298000023;6866005.644299999;2.226608155896258;48.89156184174899
255;Vie Sociale;Foyer Logement;Résidence municipale des Muguets;354 av de la République;République (avenue de la);Petit Nanterre;NANTERRE;92000;92050;642833.8166999966;6868116.305300001;2.220070944096084;48.91050121789219
256;Vie Sociale;Foyer Logement;Résidence municipale du Champs aux Melles;11 all Fernand Léger;Léger (allée Fernand);Parc Sud;NANTERRE;92000;92050;642547.5983000025;6865651.018399999;2.2164999920510904;48.8883068441465
254;Vie Sociale;Foyer Logement;Résidence municipale du Square;22 av Louis Meunier;Meunier (avenue Louis);Centre;NANTERRE;92000;92050;641335.1657000035;6866196.363200001;2.199891357090675;48.893101513481135
259;Vie Sociale;Foyer Restaurant;Foyer Restaurant des Muguets;354 av de la République;République (avenue de la);Petit Nanterre;NANTERRE;92000;92050;642827.7050999999;6868112.448600002;2.219988087559126;48.91046599430034
262;Vie Sociale;Foyer Restaurant;Foyer Restaurant du Champs aux Melles;11 all Fernand Léger;Léger (allée Fernand);Parc Sud;NANTERRE;92000;92050;642555.1569000036;6865654.5044;2.21660259312325;48.888338866443064
263;Vie Sociale;Foyer Restaurant;Foyer Restaurant du Square;6 r Franklin;Franklin (rue);Centre;NANTERRE;92000;92050;641357.5239000022;6866198.5929000005;2.2001959636941244;48.89312360087294
23;Vie Sociale;Insertion sociale et professionnelle;Bourse du Travail;13 r des Anciennes Mairies;Anciennes Mairies (rue des);Centre;NANTERRE;92000;92050;641181.7475000024;6866069.1842;2.1978167057963076;48.89194386441482
3;Vie Sociale;Insertion sociale et professionnelle;Espace Accueil Insertion;6 av Vladimir Ilitch Lénine;Lénine (avenue Vladimir Ilitch);Centre;NANTERRE;92000;92050;641253.9782999977;6865580.678800002;2.1988693388334983;48.887557586104315
18;Vie Sociale;Insertion sociale et professionnelle;Maison de l'Emploi et de la Formation (MEF);6 av Vladimir Ilitch Lénine;Lénine (avenue Vladimir Ilitch);Centre;NANTERRE;92000;92050;641260.2163000032;6865578.3968;2.1989547174791175;48.88753763434736
554;Vie Sociale;Insertion sociale et professionnelle;Mission Locale de Nanterre;6 av Vladimir Ilitch Lénine;Lénine (avenue Vladimir Ilitch);Centre;NANTERRE;92000;92050;641256.7012000009;6865579.3211;2.198906656825181;48.88754562542227
577;Vie Sociale;Insertion sociale et professionnelle;Pépinière d'entreprises - Pep IT;14 r du Port;Port (rue du);Chemin de l'Ile;NANTERRE;92000;92050;639693.0335000008;6866324.730999999;2.1774782663530727;48.89410412298084
883;Vie Sociale;Insertion sociale et professionnelle;Salle Ressources du Parc;94 av Pablo Picasso;Picasso (avenue Pablo);Parc Sud;NANTERRE;92000;92050;642939.7880000025;6865673.299400002;2.2218450887084393;48.888542082183086
885;Vie Sociale;Insertion sociale et professionnelle;Salle Ressources du Petit Nanterre;5 res des Iris;Iris (résidence des);Petit Nanterre;NANTERRE;92000;92050;642666.2502000034;6867825.294500001;2.217824279289367;48.907869444995434
268;Vie Sociale;Maison de retraite;Maison de retraite du CASH;403 av de la République;République (avenue de la);Petit Nanterre;NANTERRE;92000;92050;642960.8937000036;6868393.641199999;2.2217672768926873;48.913006386084014
266;Vie Sociale;Maison de retraite;Maison de retraite protestante;5 r Waldeck Rochet;Rochet (rue Waldeck);Centre;NANTERRE;92000;92050;641236.8540000021;6865943.7762;2.1985855736574154;48.89082116974774
264;Vie Sociale;Maison de retraite;Résidence La Chamade;2 r des Grands Buissons;Grands Buissons (rue des);République;NANTERRE;92000;92050;641366.7342000008;6866686.307;2.200254203235146;48.89751017567887
267;Vie Sociale;Maison de retraite;Résidence Sainte Geneviève;60 r Henri Barbusse;Barbusse (rue Henri);Centre;NANTERRE;92000;92050;640827.6845000014;6865999.313299999;2.1929979482519397;48.89128310974133
265;Vie Sociale;Maison de retraite;Résidence des Vignes;75 r des Vignes;Vignes (rue des);Plateau - Mont-Valérien;NANTERRE;92000;92050;641100.5975999981;6865291.5121;2.196817911065067;48.884943241368056
29;Vie Sociale;Solidarité;Agence Régionale de Santé;55 av des Champs Pierreux;Champs Pierreux (avenue des);La Boule - Champs Pierreux;NANTERRE;92000;92050;642403.0349999964;6865550.031800002;2.2145423566402935;48.88738580548129
383;Vie Sociale;Solidarité;CCAS - Centre Communal d’Action Sociale;1 pl du 27 Mars 2002;27 Mars 2002 (place du);Centre;NANTERRE;92000;92050;641856.0851000026;6866088.750399999;2.2070102491801347;48.89218106577487
30;Vie Sociale;Solidarité;CROUS;200 av de la République;République (avenue de la);Université;NANTERRE;92000;92050;642283.4067000002;6867533.822299998;2.2126413303135126;48.90521420695402
17;Vie Sociale;Solidarité;Caisse Nationale d'Assurance Vieillesse;4 av Vladimir Ilitch Lénine;Lénine (avenue Vladimir Ilitch);Centre;NANTERRE;92000;92050;641266.2238000035;6865577.605599999;2.199036746689665;48.887531067514054
16;Vie Sociale;Solidarité;Caisse Primaire d'Assurance Maladie (CPAM 92);130 r du 8 Mai 1945;8 Mai 1945 (rue du);Centre;NANTERRE;92000;92050;641923.5785000026;6866131.4032999985;2.207924854102584;48.89257071233833
20;Vie Sociale;Solidarité;Caisse Régionale d'Assurance Maladie (CRAM);105 r des Trois Fontanot;Trois Fontanot (rue des);Parc Nord;NANTERRE;92000;92050;643178.0978000015;6866367.535;2.2250018946912915;48.89480606423313
22;Vie Sociale;Solidarité;Caisse d'Allocations Familiales;70 r Paul Lescop;Lescop (rue Paul);Chemin de l'Ile;NANTERRE;92000;92050;640334.9090000018;6866574.7278;2.1861969903918332;48.89641200525321
243;Vie Sociale;Solidarité;Centre Local d'Information et de Coordination gérontologique - CLIC;1 pl du 27 Mars 2002;27 Mars 2002 (place du);Centre;NANTERRE;92000;92050;641853.7892000005;6866085.469799999;2.206979388221908;48.89215135774311
644;Vie Sociale;Solidarité;Centre d'information - Maison Daniel Féry;10 bd Jules Mansart;Mansart (boulevard Jules);Université;NANTERRE;92000;92050;642251.4368999973;6866760.1439;2.2123105149398175;48.8982541191769
2;Vie Sociale;Solidarité;EDAS - Antenne du Parc;30 av des Champs Pierreux;Champs Pierreux (avenue des);La Boule - Champs Pierreux;NANTERRE;92000;92050;642261.5438999981;6865706.068599999;2.2125917325031947;48.8887762948542
1;Vie Sociale;Solidarité;EDAS - Le Quartz;4 av Benoît Frachon;Frachon (avenue Benoît);Chemin de l'Ile;NANTERRE;92000;92050;640963.3879000023;6866572.8847;2.1947687978007204;48.8964533725298
432;Vie Sociale;Solidarité;MDPH (Maison Départementale des Personnes Handicapées);2 r Rigault;Rigault (rue);Centre;NANTERRE;92000;92050;641210.0966000035;6866241.863400001;2.1981794003651776;48.893499262947046
476;Vie Sociale;Solidarité;Maison de l'Etudiant;200 av de la République;République (avenue de la);Université;NANTERRE;92000;92050;642346.4890000001;6867251.4025;2.2135402014556247;48.90268023525237
894;Vie Sociale;Solidarité;Maison des femmes;215 tsse de l'Arche;Arche (terrasse de l');Parc Nord;NANTERRE;92000;92050;642977.4627000019;6866628.679000001;2.2222305127354534;48.897136649396934
867;Vie Sociale;Solidarité;Maison des habitants;119 av Pablo Picasso;Picasso (avenue Pablo);Parc Sud;NANTERRE;92000;92050;643199.1507999972;6865719.669;2.2253757012027715;48.88898199443014
19;Vie Sociale;Solidarité;Sécurité Sociale du Petit Nanterre;320 av de la République;République (avenue de la);Petit Nanterre;NANTERRE;92000;92050;642552.920599997;6867908.1477999985;2.2162670630263213;48.90860438521745
21;Vie Sociale;Solidarité;URSSAF Paris RP;97 av François Arago;Arago (avenue François);Parc Nord;NANTERRE;92000;92050;643045.4728000015;6866992.266199999;2.2231092984063685;48.90041220227171
